350
33 188
12 14 124579
9 12 66240
14 32 153597
13 22 50852
13 23 100862
16 28 68358
8 14 159386
16 17 58516
3 33 99661
7 30 47497
19 10 143210
3 15 89710
24 13 160258
22 1 177380
29 31 54053
7 33 146900
27 22 136862
27 20 15407
22 17 93441
4 22 233797
22 3 59907
14 1 299888
28 23 19190
5 20 37282
30 5 114784
27 14 213042
12 13 102454
9 26 143760
19 24 215363
19 32 207132
18 17 116111
5 14 191167
6 1 225957
10 31 111361
1 20 141806
5 23 141912
31 12 25787
32 25 100786
3 10 80993
19 1 280951
19 30 94349
26 5 88063
3 5 105181
28 6 63473
4 6 196733
14 33 123788
4 29 206737
11 31 62839
7 29 72554
5 28 151799
25 24 163117
10 14 203398
28 14 91907
19 29 38532
15 1 302814
23 27 145122
25 14 118486
10 20 61470
33 10 176066
28 24 72594
28 12 88759
8 25 58405
33 22 143084
23 32 176113
4 7 134183
31 9 92027
29 6 94606
7 11 81340
5 9 104073
23 15 135413
32 7 110460
20 24 221499
9 7 94043
7 3 48869
23 1 227390
15 14 113837
15 18 188394
26 29 168553
14 19 141330
16 19 87199
31 19 92585
21 19 110797
24 21 104566
14 24 164501
8 31 86580
28 27 164312
32 8 133365
12 32 154748
15 17 132406
7 26 183717
6 7 62550
30 8 70402
11 19 145765
9 2 71456
30 1 210904
24 30 151120
26 1 229048
4 15 271132
23 3 74150
4 16 198872
23 30 97716
27 32 197330
21 6 31501
24 7 156930
17 4 165012
3 30 55868
10 6 123919
27 1 157213
2 16 87276
5 1 140985
20 12 100948
7 20 145236
14 9 133422
2 19 119259
4 19 245269
1 13 154476
31 1 227082
33 17 142357
29 23 97835
30 32 112783
32 21 124951
2 24 176030
26 3 144868
14 7 117293
21 16 88735
20 9 141355
30 17 78326
10 18 162108
10 16 105975
21 17 106449
33 28 112264
16 20 80547
22 8 36878
9 29 94506
25 10 112326
25 16 83685
31 26 165216
29 22 83592
16 30 71688
25 26 176201
18 33 198345
6 8 85455
30 14 106489
24 10 200205
19 28 142769
8 29 120470
29 16 48667
15 25 112786
4 9 227007
16 7 64689
25 31 54001
26 18 112570
12 33 104242
26 15 221596
4 23 214163
6 25 27050
27 7 160643
11 29 114029
4 31 152684
32 33 181074
30 31 65998
22 9 10914
14 2 131399
18 25 75608
7 12 44288
10 9 79885
11 10 124615
20 21 168514
11 16 65362
8 13 13974
19 9 133038
18 23 165262
31 7 18501
2 10 99413
14 16 144980
18 22 145065
22 32 170243
13 11 84668
3 19 62217
23 14 111097
31 17 12328
12 19 66798
12 26 149449
13 31 76667
20 4 160216
6 22 100285
4 1 263919
7 19 111086
18 21 134159
4 8 201043
2 13 59466
29 3 23685
22 20 152269
7 13 58166
27 12 116355
25 33 122737
6 18 102658
32 10 151267
29 18 157836
25 2 12913
19 15 27493
15 6 85736
5 6 99731
23 12 69569
11 26 102377
6 9 111199
15 13 185165
25 17 66329
17 10 123689
26 28 99381
32 17 141289
29 15 66025
31 18 103783
5 27 21875
19 17 104913
2 15 125699
14 17 111120
27 26 109938
33 8 179962
5 13 92083
24 27 236906
19 25 106346
3 12 4581
9 30 96366
6 23 82663
19 6 79296
10 5 24188
22 2 82370
27 8 99984
10 22 90799
31 27 142142
12 25 63284
16 13 122855
32 3 159329
28 22 36812
5 2 123601
24 23 91784
29 10 104678
17 26 177544
1 25 198907
20 3 105529
15 31 120078
18 28 166131
23 26 118571
11 5 148803
9 8 25964
31 6 81051
28 10 127611
22 16 75727
18 24 238725
32 28 156923
2 30 24910
29 250
29 2 157279
3 23 157601
29 11 153101
16 25 58927
15 29 280745
5 18 220436
16 28 110664
11 1 162858
2 28 47041
1 18 250332
2 18 224567
24 2 133628
24 8 164297
25 7 171478
4 9 240690
1 4 120464
9 12 51338
25 24 146886
13 12 317703
1 20 173221
4 15 242434
8 26 162694
17 20 151737
11 8 239965
24 16 205813
12 10 202300
8 16 252701
16 17 67904
3 14 264790
15 23 94111
29 14 141387
12 5 110279
9 3 186963
2 1 25765
7 16 119339
28 6 201333
15 11 191778
20 10 34296
28 7 174538
19 14 229551
12 27 253854
25 19 76143
12 3 141478
3 16 38278
15 28 149855
12 28 105624
18 12 212833
3 24 222170
27 28 148230
22 9 164022
2 22 103551
26 14 94251
22 5 222963
3 6 271191
15 18 341489
9 26 172550
18 7 139671
17 24 137909
22 7 231048
8 1 272870
6 29 134986
2 7 158220
4 5 294004
4 11 231792
14 22 210529
1 9 180318
26 3 220567
29 12 25266
17 28 42760
10 3 83867
4 29 225462
29 20 142738
4 6 92574
27 5 237317
14 9 167459
18 21 179481
29 7 174228
6 11 261285
24 4 181998
20 23 108030
28 29 130890
17 14 176562
5 13 330678
13 23 290502
19 6 235952
12 15 255479
12 17 148384
15 7 212905
22 15 206365
17 2 4281
27 8 332985
2 23 102785
23 25 107481
4 19 157584
6 21 190797
1 15 173500
19 2 89401
25 10 126418
24 5 112006
5 9 58941
25 28 51737
1 21 70851
12 7 199494
15 6 179679
29 19 218619
26 18 269626
26 28 100681
13 28 234758
21 25 58344
29 5 85013
5 14 207860
15 5 270686
1 28 72806
29 8 139008
24 12 207908
29 25 144021
27 4 195888
23 14 157217
23 11 97667
9 17 150272
17 5 209213
19 28 127880
23 21 147871
3 7 81061
13 26 335439
29 27 246121
2 3 110463
1 25 39035
22 18 325517
5 1 239259
1 17 30046
18 9 161495
10 14 252470
4 18 307071
5 20 175607
10 17 117441
8 18 154665
1 24 159393
22 10 216711
8 23 225660
28 10 160201
29 10 177034
9 19 215076
2 20 147456
26 7 181760
23 29 186634
21 27 154837
17 19 85120
7 24 183363
26 24 1603
20 9 116666
17 27 105470
25 6 173986
24 6 102267
25 18 237825
17 22 99270
28 23 55744
16 18 259010
17 3 106182
25 20 160714
11 22 209921
29 21 173464
7 8 261092
12 22 162134
7 20 31490
20 6 271648
7 4 252919
25 11 150351
9 7 148156
6 2 187244
13 21 248198
9 13 313410
16 11 98212
12 2 152665
1 14 206608
19 10 113229
3 25 97205
5 28 166453
10 4 207859
22 21 148637
21 12 197751
29 18 187567
29 9 26072
20 3 70297
14 24 95854
16 9 154538
16 26 207416
17 29 152998
21 28 92127
27 15 257365
11 7 21127
25 17 8977
19 1 115166
8 10 263898
20 8 229602
3 13 267041
19 18 224636
8 9 112936
15 17 152016
4 26 180395
11 2 137093
21 4 139785
21 26 90145
19 15 237136
27 16 173374
12 1 178430
8 22 266170
21 7 113134
24 29 197019
27 10 137679
6 12 160252
16 23 166429
11 19 108773
19 5 245703
14 25 167585
10 21 68074
27 3 173680
11 17 141374
23 6 163618
16 15 219920
26 6 100652
27 7 134873
24 15 158680
24 20 172599
15 8 186824
29 22 187400
16 5 213479
14 20 265247
16 20 108575
23 5 176575
17 4 90418
14 8 68443
13 24 336740
26 27 244982
24 28 102284
11 10 23960
6 22 204128
20 4 242155
6 9 161058
22 24 158794
22 1 129316
12 25 157361
10 9 150962
3 29 166744
22 26 157191
20 13 196744
2 25 13258
11 20 10363
6 8 62042
16 10 122145
2 1
2 1 1000000
15 96
15 10 108184
5 14 167498
10 4 44039
1 5 28180
5 10 38843
8 12 103656
7 9 252682
13 6 268037
12 14 220070
4 5 61556
7 10 140232
3 13 33001
3 4 59488
1 2 258831
1 12 100745
13 4 92489
1 3 26112
8 11 341102
11 7 266270
11 14 308713
10 8 202664
4 2 225455
2 10 269494
12 2 158086
6 9 599050
8 7 74832
11 12 237446
1 14 139318
14 10 149981
12 5 128925
10 13 69776
14 13 198431
14 15 258165
6 5 257379
6 11 398594
5 13 87293
14 7 248894
8 3 219244
14 9 501576
3 11 195507
1 8 193132
4 11 170077
10 6 218536
8 6 421200
6 2 488030
6 3 235036
9 2 381944
5 8 164952
3 14 165430
6 4 262575
15 8 310848
8 14 323726
4 9 347724
1 13 59113
6 15 110352
2 8 204094
9 5 342802
7 1 129569
3 2 284943
4 1 33376
7 5 157749
4 7 96193
5 15 147027
7 3 155681
7 2 129262
8 9 177850
2 11 395532
3 15 124684
15 1 118847
3 10 36775
9 10 380514
1 6 229199
7 6 358768
3 12 126857
4 12 67369
10 11 180058
4 14 172694
9 13 430095
13 12 159858
2 15 377678
10 1 10663
3 9 397094
11 5 197575
13 8 252245
5 2 287011
4 15 152223
12 9 281506
10 12 111408
7 15 248416
13 7 188682
5 3 54292
1 11 169395
11 9 517801
1 9 370982
14 6 368517
13 11 228508
12 42
6 8 115918
4 6 341320
5 10 327108
12 11 265262
5 1 409974
3 12 240936
8 9 249468
9 12 323565
6 2 364420
6 11 207590
9 2 222101
2 5 415748
3 8 441583
5 6 51328
5 8 167246
11 7 109043
6 1 372801
12 5 484512
2 12 108432
3 10 453733
3 4 332800
10 7 541956
11 10 432913
3 1 140885
6 7 316633
3 11 275456
9 1 230482
1 2 8381
12 10 429661
10 6 364634
7 5 367961
2 8 341027
9 6 272861
9 11 65271
8 4 406997
2 10 321229
10 8 248716
12 4 91864
7 12 279793
10 4 457285
2 4 200296
4 11 357126
41 739
31 34 167716
6 8 138269
26 8 110647
40 15 140281
29 35 133085
13 23 102864
9 40 84010
21 30 141259
18 27 129641
17 37 36227
11 23 83710
27 40 91944
36 35 135790
40 34 142711
39 8 67261
22 5 97932
40 1 160548
12 2 148342
1 34 119850
5 18 78457
15 10 45240
6 24 32581
31 25 125061
4 8 145478
38 23 126507
35 34 126303
4 2 103885
29 4 142306
30 41 60472
29 19 112212
35 15 136836
12 10 100564
33 10 109275
7 20 111332
3 9 26226
36 8 86088
27 19 146140
1 12 87759
38 28 67594
16 8 67178
35 23 149553
14 33 102524
34 5 148955
39 36 58758
33 24 131558
31 30 105739
10 38 73290
3 14 47487
6 9 119554
37 9 105920
1 15 24794
21 20 131876
4 9 114100
29 40 58016
17 24 155868
21 5 102814
23 20 130042
21 29 84387
8 21 81215
12 22 138063
17 28 92535
26 34 166554
3 2 100694
17 25 53305
39 10 95800
21 1 144406
34 29 124184
37 36 88696
33 18 122676
6 41 87144
38 37 72238
30 10 20718
41 22 102648
26 2 154704
11 29 31045
37 5 42597
41 36 86983
36 15 58559
39 4 152899
39 40 128449
27 1 140105
29 28 96745
7 35 162231
26 4 168112
22 4 107036
35 14 88863
14 13 80167
41 10 81190
21 25 73179
8 11 27873
30 13 51166
16 14 113938
38 22 119411
4 12 157663
24 36 149749
5 14 111515
3 7 97765
33 29 101107
32 38 115263
4 28 108009
23 37 115221
24 12 156699
2 41 25192
17 18 55820
20 28 106413
38 34 149685
22 19 200408
15 6 151018
29 15 82265
35 24 55850
14 18 146774
2 8 76317
35 11 112347
23 2 85650
32 35 85581
40 36 126783
23 8 111583
27 26 141403
29 22 95772
37 18 92047
33 21 92450
33 31 145910
9 11 96528
11 17 28911
7 16 68593
11 19 143257
39 21 64621
32 27 114147
41 29 54297
22 26 195671
28 22 51817
19 12 187409
8 17 1038
41 15 84994
15 25 126046
27 12 65084
9 10 23994
21 23 137166
30 1 49316
31 8 72794
27 30 136958
11 26 138520
32 21 112012
27 39 60320
22 37 55335
15 28 90947
9 1 94028
5 9 90254
21 37 81771
37 40 98453
8 22 92600
32 14 34124
28 14 116721
9 19 132998
33 11 128426
19 18 172242
41 11 23252
1 28 66153
20 8 55996
1 3 67802
20 40 110840
41 27 124783
18 39 124119
14 20 56590
34 10 82695
32 10 41973
25 36 73752
16 6 123547
23 33 44716
24 4 9352
22 2 127840
25 13 62016
24 34 93434
37 28 56308
30 22 114823
27 2 109984
25 30 101524
23 34 112610
6 1 175812
13 27 95265
24 13 145081
28 5 98905
23 30 109606
6 19 214782
15 16 113923
3 34 84927
15 38 114066
10 31 85021
26 25 162914
36 10 92182
14 11 77009
33 26 158051
31 28 131713
28 16 26395
3 25 83038
33 1 51956
29 24 151658
15 14 79230
35 16 93638
26 1 132865
1 25 107517
34 4 102786
11 1 133040
12 34 63265
9 8 68655
4 30 84563
14 1 104024
28 30 115469
25 37 89532
26 6 210045
18 10 101519
28 33 14197
30 34 103413
20 39 107135
39 13 77010
25 16 119445
27 31 152875
11 7 137240
22 7 94015
30 33 101272
9 30 44712
23 39 85283
2 35 63903
4 6 41933
36 16 58783
36 17 87126
10 21 120541
34 7 124289
29 13 6577
16 32 108992
36 33 18191
5 40 82787
38 25 87240
30 38 89544
31 39 140055
3 28 97310
5 27 107115
33 16 40592
3 38 71058
4 36 140397
35 41 89095
8 1 110231
12 40 133213
40 7 52197
27 24 101931
26 18 167505
17 4 146516
32 4 132079
26 40 49459
25 5 73866
11 3 70302
38 26 139276
20 32 53308
27 9 113683
19 32 150977
12 3 102796
18 36 140867
23 22 110730
19 26 4737
38 31 107767
17 6 139307
28 21 78253
23 1 60290
33 2 130366
14 7 123318
3 22 96337
20 2 114261
13 34 117607
4 33 122206
4 37 111527
9 28 100576
19 23 197892
2 37 113582
33 12 72185
29 26 107475
38 39 102234
41 28 103621
37 1 122461
9 26 128261
11 15 108246
15 12 112553
7 15 103801
28 25 106140
10 14 45255
6 27 134512
27 33 88149
37 41 88390
16 23 85308
10 7 99997
20 4 116616
32 17 87672
32 12 58591
5 38 56572
30 20 32053
31 1 155055
6 2 61952
12 26 182672
7 4 150207
38 35 143701
38 9 97284
30 36 83081
21 9 117984
12 39 4764
33 9 86379
32 15 87213
39 32 53827
9 31 109015
24 32 141431
7 2 157442
32 25 38833
28 12 86382
13 10 34912
29 39 70433
14 26 129114
22 36 84205
16 39 107877
41 17 52163
21 15 165781
40 35 138025
30 5 82514
22 39 133299
1 20 81369
4 15 109085
21 18 133942
7 19 106393
37 3 79694
10 2 102926
34 37 138399
35 31 176617
19 21 150441
9 23 94713
40 13 64593
31 14 130276
33 19 162788
5 41 72724
21 7 120451
25 12 19758
23 26 193155
18 4 163698
29 32 83462
19 8 115384
40 8 61188
40 16 120790
15 18 127298
8 41 51125
14 19 133851
38 12 106998
9 2 100210
4 41 129077
19 10 109004
18 31 129652
3 17 43467
23 36 26525
3 16 70915
11 20 83869
24 23 176274
20 22 105440
28 27 73952
5 3 64028
4 5 154124
7 36 74586
6 38 173242
14 6 98293
20 16 80018
1 13 100482
12 30 121282
6 10 143548
13 41 60874
8 25 52267
16 31 105318
5 11 49472
4 31 186932
34 6 60853
18 12 128883
14 8 89916
4 11 152329
36 26 166630
2 18 133175
35 3 93828
19 38 144013
37 24 120879
1 32 83974
36 3 94414
25 41 103392
19 36 171367
9 20 35329
15 27 161480
16 5 72510
20 15 56575
38 1 133747
39 3 98032
41 40 112313
24 19 182201
3 20 13567
34 28 82091
27 17 84478
2 38 111290
11 25 80140
5 10 66260
17 22 91562
6 20 154883
21 27 4301
8 7 109367
32 8 86634
9 15 69234
40 38 89817
4 19 172849
13 12 81774
18 16 82084
3 4 103049
19 20 120339
28 24 117361
24 11 142977
22 16 25422
24 14 130874
28 32 82597
37 13 47014
12 11 99898
17 38 36011
7 39 133344
36 29 82916
40 30 115759
9 25 56812
12 8 72025
31 20 96356
2 14 78949
7 32 124795
1 2 134980
26 20 115602
8 28 93573
27 35 46081
17 15 86475
9 39 71806
33 20 120610
32 5 108233
41 1 109788
37 20 93261
25 6 143876
39 6 128882
35 9 67602
4 16 81614
24 16 90966
36 31 148217
37 27 77470
26 21 145704
14 25 72957
25 10 80806
31 5 94393
8 13 9749
33 32 68400
29 9 65483
21 17 80177
17 20 57034
37 32 123899
31 23 174742
28 36 32388
32 13 76885
34 9 58701
16 9 92677
39 37 104526
22 32 134414
11 39 95134
2 21 114285
33 25 91943
23 17 112621
3 33 111507
1 19 137602
11 2 48444
25 4 167893
39 25 14994
17 39 68299
27 34 128349
21 13 90964
10 1 70034
38 27 120489
33 5 113102
1 4 133879
13 38 38378
4 35 46498
30 16 89401
41 19 148758
18 32 143492
31 29 75966
39 19 182645
3 13 32680
3 6 144982
24 3 112401
11 32 111133
30 17 61953
10 24 114633
17 16 66140
40 24 193875
29 16 70350
41 20 92525
17 13 10787
7 13 116790
27 3 118472
15 2 110186
31 24 196284
38 20 84625
18 11 84731
31 3 87253
21 12 69385
40 33 108592
40 2 105245
34 20 94030
26 35 187484
14 22 139360
6 22 148969
24 41 119725
7 30 79279
32 40 101989
17 9 69693
15 37 122702
21 3 122773
13 2 86066
20 5 55536
32 3 44205
13 28 103322
7 25 148338
3 40 97273
10 3 2232
41 14 53757
17 1 111269
4 21 96880
35 12 111165
22 33 66014
14 27 134944
11 27 113389
20 25 92141
36 20 103517
27 29 88688
38 29 31801
26 15 108071
21 22 77280
25 2 128584
1 16 92548
33 41 105174
7 31 173911
24 2 94533
19 2 159441
9 32 17979
10 28 95078
29 1 107059
16 41 77226
21 34 132650
16 10 68683
5 6 159868
24 22 116388
39 2 143578
32 2 113073
25 24 176457
17 31 73832
30 18 117773
41 34 91197
36 34 86085
37 10 81926
31 2 149111
38 36 99982
38 16 93989
21 24 106232
13 18 66607
5 36 107687
22 18 107506
35 20 102931
31 12 144819
27 8 85516
11 34 114449
16 21 51858
11 10 72534
34 32 71564
22 13 102349
22 25 144867
9 36 68188
25 23 100277
7 5 130966
29 8 3172
6 30 126496
4 14 135361
37 11 65138
37 30 98180
37 16 29913
6 31 211063
33 15 76750
13 9 58906
38 14 118545
34 33 67894
31 26 183441
20 13 46247
10 35 91596
11 31 100667
4 13 135729
8 18 56858
39 5 88860
7 17 108329
23 6 147602
3 8 42429
7 12 128580
2 36 112175
18 23 167392
14 30 65973
29 7 110213
27 25 75314
5 13 31348
17 5 22637
40 14 105271
20 29 52824
19 17 116422
19 25 167651
13 26 114052
20 24 125968
6 28 142944
17 2 77355
41 9 75018
37 6 153460
26 10 104267
21 38 116188
34 17 128394
22 9 118099
39 33 76949
40 31 133982
32 6 132417
12 6 124118
15 22 139345
7 9 123991
2 5 97916
35 18 175722
33 35 134230
23 3 120939
12 41 123150
26 28 143854
9 14 21261
16 2 102418
15 8 85437
18 1 152092
37 19 152649
17 26 111685
4 23 166922
17 10 45699
2 29 79489
10 4 105281
19 13 118789
36 32 50209
30 3 18486
21 6 138813
31 41 123919
29 37 40437
23 40 153308
13 11 37622
8 34 127356
18 20 112854
17 35 130559
24 7 159559
38 24 183459
6 33 128747
37 26 147912
6 11 110396
40 19 54196
38 18 91831
40 28 94395
19 34 171291
18 6 189642
28 11 121446
26 24 177464
8 33 104279
31 15 130261
15 3 43008
10 29 41489
13 31 71878
31 21 154009
7 23 101111
4 40 184523
39 30 116518
21 14 139245
30 32 62691
12 20 111899
32 41 87881
29 23 109441
18 7 150677
11 38 62846
26 41 144021
27 7 116150
21 36 110641
22 34 133908
31 22 130740
35 25 121395
33 13 94530
13 16 76927
1 7 108351
24 8 154830
39 28 91146
8 10 44661
40 17 62226
36 13 76339
33 37 70505
12 29 75197
12 16 112641
15 30 24522
9 12 76570
41 18 107983
24 1 143231
5 29 24771
11 30 83724
14 37 127181
12 36 53994
2 30 85664
41 7 139751
1 5 95894
39 34 68029
32 23 76734
17 29 4210
36 14 84333
15 23 85084
8 35 131597
10 23 118707
4 38 174107
13 6 148018
29 6 141441
3 19 106772
14 23 110858
4 27 92579
28 7 42198
26 16 170249
33 17 105317
19 15 112808
10 20 11335
37 7 98506
22 10 94105
25 34 83023
5 23 133182
30 19 88286
18 34 184214
10 40 99505
17 12 73063
18 29 60030
24 5 163476
7 6 185142
36 11 110235
18 25 109125
47 912
6 30 137930
11 44 111811
12 3 64467
38 45 192426
45 10 142395
24 19 178400
6 13 82589
17 10 66522
27 15 91435
35 24 73385
25 44 90748
26 30 152805
38 36 134800
35 31 49275
47 43 91148
19 21 178240
30 46 129823
14 15 62445
18 45 159485
6 20 66911
41 28 166536
12 9 106186
4 24 124772
3 18 41896
17 22 113196
33 27 66201
26 5 107310
34 25 107687
10 40 39129
27 6 51375
25 27 77959
32 46 51758
34 7 128551
8 3 83565
13 2 107692
47 18 63699
42 18 123274
31 28 155385
14 7 89444
23 8 90828
2 41 86231
2 10 82673
11 35 19581
19 4 133260
27 20 86584
34 44 187686
24 5 126056
33 3 69853
20 14 108284
30 10 95022
45 28 140027
36 31 120962
17 44 184832
8 16 70805
20 35 96812
23 33 120778
22 12 78789
16 5 85252
19 29 210959
12 30 145884
46 31 70994
34 22 118889
26 3 65387
2 32 52718
22 8 42639
18 19 102349
40 26 132730
14 33 111636
13 37 85499
38 40 89160
30 31 131215
11 45 135896
30 21 141883
38 26 156630
2 14 52607
6 16 100765
36 13 122786
27 17 134420
27 1 127159
6 5 135719
43 35 81994
6 19 107122
14 24 86580
34 47 82203
36 9 139760
25 35 55635
16 24 53662
35 12 84569
7 3 126864
2 46 104476
20 19 161932
33 22 72589
21 37 76335
44 40 79181
2 31 118866
36 8 141590
32 7 62033
1 45 201656
47 37 90292
6 9 54538
3 28 167066
47 42 106279
4 1 61808
44 15 153785
5 1 169993
29 37 104268
44 23 88545
41 44 211039
7 10 91988
2 33 108588
16 28 99994
6 34 70096
12 4 97178
13 12 109504
36 43 76713
34 35 121356
23 43 25951
36 28 170779
34 28 172712
14 12 79820
34 4 24566
39 17 147292
22 1 105935
38 24 110334
31 15 114431
46 37 82283
14 39 73143
38 42 155345
28 7 117142
43 13 93931
4 29 110244
27 21 76862
26 14 97468
36 37 112757
45 44 187979
9 15 72083
10 25 42553
40 22 72805
11 34 101775
1 3 97642
8 34 79021
42 34 122040
36 10 84769
17 46 101323
46 36 119570
44 20 145762
24 29 35979
20 47 48026
25 23 8546
20 12 94697
9 41 100526
1 29 162959
40 16 100971
15 8 113929
41 31 138898
19 15 113881
24 27 90315
23 26 83542
45 42 83233
15 43 97534
28 32 111261
45 3 177029
20 37 79166
23 28 120017
8 19 180991
24 44 138232
34 45 158251
47 26 87190
32 44 135267
40 5 140759
44 47 174989
47 5 116834
26 43 109493
7 26 132569
34 41 116084
4 2 112686
2 37 49805
27 44 157958
35 16 84204
2 36 90474
5 27 84911
27 34 97665
37 30 93973
33 28 172841
14 47 114612
42 37 73316
10 11 6499
29 26 85119
36 7 59761
16 46 96643
40 33 128957
39 20 93103
19 2 144427
42 10 105314
41 11 114480
19 11 132591
36 6 142339
4 17 150230
40 23 90228
37 12 92595
42 27 80734
18 24 133736
3 36 132643
1 13 97278
13 3 72893
32 9 109673
5 44 168749
5 34 127384
40 37 86611
31 9 100221
19 44 199460
17 20 150252
24 21 107164
13 23 89116
9 13 117735
36 20 107979
20 3 69829
19 39 168720
26 33 132117
13 10 38017
2 43 13761
1 20 117611
5 15 101921
25 3 90427
27 22 21224
14 27 45435
19 1 178178
37 5 81760
2 30 68692
30 20 125575
5 14 39476
16 38 121153
26 25 74996
4 42 98972
8 20 107999
12 16 57503
37 24 82897
10 19 126092
4 41 109534
39 13 105789
23 47 105243
9 8 63463
9 19 142268
12 27 100013
40 28 158321
8 32 59358
2 12 77192
4 21 89084
12 34 94020
35 42 118396
4 47 57637
16 32 44885
11 20 77231
45 35 155477
12 11 77986
13 35 51099
9 27 82107
15 16 91606
24 2 33973
42 32 76229
38 9 142747
45 24 93695
27 13 92917
9 14 127542
25 37 70541
5 46 136431
29 36 160426
25 16 28569
14 37 52853
7 44 137572
14 36 93102
29 13 128717
2 47 104909
47 16 85220
31 25 78746
3 21 106887
44 3 153186
31 14 115787
45 7 96559
40 24 99432
38 10 50031
30 18 129314
3 22 81550
18 13 92073
39 45 128830
46 40 60932
8 41 89332
34 23 99141
16 39 62262
34 31 115779
33 24 141680
37 27 7418
15 12 34103
44 22 136734
45 25 107980
7 9 112993
19 5 197462
47 11 63178
46 33 128188
19 45 204149
32 34 125231
45 32 112440
30 13 133039
39 40 106901
19 28 204985
3 2 117549
5 42 105086
16 45 79411
5 31 150821
31 39 98689
20 33 89822
36 27 120175
23 14 59432
41 29 156183
17 33 159909
21 32 98387
4 37 80517
2 26 123254
7 31 128181
43 20 43122
46 15 100041
42 44 151768
26 46 128402
46 18 111573
32 19 141848
25 30 116950
19 41 226414
46 7 113791
45 6 167333
37 16 41972
20 28 137188
2 42 23511
15 35 91320
16 10 71122
3 47 21803
18 10 89770
1 11 65760
43 12 63431
33 30 137689
25 29 118210
10 1 72259
